PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,NBA_FANTASY_PTS,DD2,TD3,WNBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,NBA_FANTASY_PTS_RANK,DD2_RANK,TD3_RANK,WNBA_FANTASY_PTS_RANK,TEAM_COUNT,SEASON,WinPCT,TS_PCT,PTS_per36,AST_per36,REB_per36,STL_per36,BLK_per36,TOV_per36
1630549,Day'Ron Sharpe,Day'Ron,1610612751,BKN,24.0,62,17,45,0.274,18.7,3.5,5.7,0.601,0.1,0.6,0.231,1.7,2.5,0.678,2.8,3.9,6.7,2.3,1.7,1.1,0.4,0.5,2.4,2.0,8.7,-1.8,23.0,5,0,20.9,169,322,30,462,303,219,298,47,468,475,458,171,146,428,26,121,64,193,124,98,185,156,103,164,240,395,174,94,31,201,1,2025-26,0.234,0.639705882352941,16.748663101604276,4.427807486631016,12.898395721925136,2.1176470588235294,0.770053475935829,3.272727272727273
1628368,De'Aaron Fox,De'Aaron,1610612759,SAS,28.0,68,52,16,0.765,31.0,7.0,14.4,0.488,1.8,5.4,0.331,2.6,3.5,0.762,0.6,3.2,3.8,6.2,2.3,1.2,0.3,0.7,2.3,2.6,18.5,6.3,34.4,7,0,33.2,92,12,356,40,67,47,51,185,113,87,317,86,83,309,333,178,214,26,60,60,310,71,133,105,59,23,58,68,31,63,1,2025-26,0.756,0.5803011292346298,21.483870967741936,7.2,4.412903225806452,1.3935483870967742,0.34838709677419355,2.670967741935484
201942,DeMar DeRozan,DeMar,1610612758,SAC,36.0,76,20,56,0.263,31.5,6.5,13.2,0.495,0.6,1.9,0.315,4.9,5.7,0.868,0.5,2.5,3.0,4.2,1.3,1.1,0.3,0.5,2.0,4.1,18.6,-7.8,31.1,2,0,29.0,23,290,4,473,53,62,73,173,354,342,363,28,32,99,398,252,296,67,205,104,286,174,221,40,58,564,88,150,31,100,1,2025-26,0.269,0.5920550038197098,21.257142857142856,4.8,3.4285714285714284,1.2571428571428571,0.3428571428571428,1.4857142857142858
1629028,Deandre Ayton,Deandre,1610612747,LAL,27.0,67,43,24,0.642,27.3,5.6,8.3,0.674,0.0,0.0,0.0,1.2,1.9,0.63,2.6,5.6,8.2,0.8,1.2,0.6,0.9,0.4,2.2,1.6,12.4,-0.5,26.8,21,0,24.4,105,53,243,129,137,99,189,13,503,536,503,242,202,471,33,35,33,423,215,308,50,243,148,214,147,294,132,20,31,145,1,2025-26,0.649,0.6786339754816112,16.35164835164835,1.054945054945055,10.813186813186812,0.7912087912087912,1.1868131868131868,1.5824175824175823
1630166,Deni Avdija,Deni,1610612757,POR,25.0,62,33,29,0.532,33.1,7.3,16.0,0.458,1.9,6.0,0.317,7.4,9.3,0.799,1.2,5.8,7.0,6.7,3.8,0.8,0.6,1.2,2.5,6.6,23.9,0.0,42.8,18,3,42.3,169,161,167,270,38,39,36,278,97,65,357,3,4,233,147,29,50,19,2,206,115,10,71,5,21,246,18,26,8,18,1,2025-26,0.513,0.594764085208043,25.99395770392749,7.287009063444109,7.613293051359516,0.8700906344410876,0.6525679758308156,4.1329305135951655
203471,Dennis Schröder,Dennis,1610612739,CLE,32.0,66,26,40,0.394,24.5,3.7,9.1,0.402,1.1,3.4,0.329,2.4,2.9,0.83,0.4,2.3,2.7,4.8,1.8,0.8,0.2,0.7,1.6,2.5,10.8,-3.5,22.5,2,0,21.5,123,220,60,384,191,208,162,453,233,212,326,102,108,163,407,285,322,55,111,202,386,92,324,115,183,477,184,150,31,190,2,2025-26,0.623,0.520431765612953,15.869387755102041,7.053061224489795,3.9673469387755103,1.1755102040816328,0.2938775510204082,2.6448979591836737
1642852,Derik Queen,Derik,1610612740,NOP,21.0,77,25,52,0.325,24.5,4.2,9.0,0.472,0.3,1.1,0.265,2.6,3.2,0.792,1.6,5.2,6.8,3.7,2.3,1.0,0.9,0.7,2.6,2.6,11.4,-3.7,28.4,11,2,25.9,9,228,10,430,190,166,165,232,435,438,434,90,92,243,86,47,58,96,59,112,61,83,60,102,172,484,114,50,14,124,1,2025-26,0.321,0.5476556495003844,16.751020408163267,5.436734693877551,9.991836734693877,1.4693877551020407,1.3224489795918368,3.3795918367346935
1628401,Derrick White,Derrick,1610612738,BOS,31.0,73,49,24,0.671,34.2,5.8,14.8,0.394,2.7,8.5,0.324,2.5,2.7,0.9,1.1,3.3,4.5,5.5,1.8,1.2,1.3,0.5,1.6,2.9,16.8,7.5,36.1,1,0,34.5,41,25,243,91,20,86,50,470,31,10,339,100,123,48,153,160,162,38,109,75,23,199,308,83,81,16,46,187,31,49,1,2025-26,0.675,0.5253940455341506,17.684210526315788,5.789473684210526,4.7368421052631575,1.263157894736842,1.3684210526315788,1.894736842105263
1630217,Desmond Bane,Desmond,1610612753,ORL,27.0,77,41,36,0.532,34.1,7.2,14.9,0.485,2.1,5.2,0.391,3.9,4.2,0.92,1.2,3.0,4.2,4.2,2.0,1.0,0.4,1.0,3.1,2.8,20.4,1.0,33.9,1,0,33.6,9,74,84,269,21,42,48,190,73,93,113,43,56,45,140,201,179,65,76,108,190,23,26,85,42,173,64,187,31,57,1,2025-26,0.532,0.6090279436350609,21.536656891495596,4.4340175953079175,4.4340175953079175,1.0557184750733137,0.4222873900293255,2.1114369501466275
1626164,Devin Booker,Devin,1610612756,PHX,29.0,61,35,26,0.574,33.4,8.5,18.6,0.456,1.9,5.8,0.328,6.9,8.0,0.868,0.8,3.1,3.9,6.0,3.2,0.8,0.3,1.0,2.6,6.6,25.7,3.0,39.5,6,0,39.7,181,139,219,207,31,20,13,283,98,74,328,5,7,98,279,185,209,30,16,191,283,35,61,4,15,86,34,83,31,25,1,2025-26,0.545,0.5809222423146473,27.70059880239521,6.467065868263473,4.203592814371258,0.8622754491017964,0.32335329341317365,3.4491017964071857
1630170,Devin Vassell,Devin,1610612759,SAS,25.0,63,49,14,0.778,30.5,5.0,11.3,0.438,2.5,6.5,0.389,1.6,2.0,0.816,0.6,3.4,4.0,2.5,0.9,0.8,0.4,0.3,1.6,1.4,14.0,7.8,25.4,1,0,25.5,160,25,387,36,77,129,105,347,43,48,122,179,195,202,349,150,199,181,304,187,211,320,307,247,111,13,145,187,31,130,1,2025-26,0.756,0.5747126436781609,16.524590163934427,2.9508196721311473,4.721311475409836,0.9442622950819672,0.4721311475409836,1.0622950819672132
1631230,Dominick Barlow,Dominick,1610612755,PHI,22.0,67,38,29,0.567,24.0,3.1,5.7,0.544,0.3,1.2,0.259,1.3,1.9,0.712,1.9,2.9,4.7,1.3,0.8,0.8,0.7,0.4,2.1,1.5,7.9,0.1,19.4,2,0,17.3,105,106,167,216,198,250,299,88,430,427,438,215,208,384,74,214,149,341,328,180,88,260,167,217,272,240,240,150,31,258,1,2025-26,0.551,0.6043451652386781,11.85,1.9500000000000002,7.05,1.2,1.0499999999999998,1.2
1642270,Donovan Clingan,Donovan,1610612757,POR,22.0,73,39,34,0.534,27.2,4.6,8.8,0.52,1.0,3.1,0.327,1.8,2.7,0.673,4.5,7.1,11.6,2.1,1.3,0.6,1.7,0.5,2.4,2.3,12.0,0.3,34.6,33,0,31.2,41,94,105,265,142,145,173,113,260,237,329,148,127,431,3,15,3,217,202,313,8,153,100,130,160,217,56,8,31,78,1,2025-26,0.513,0.6007208650380456,15.882352941176471,2.7794117647058822,15.352941176470587,0.7941176470588236,2.25,1.7205882352941178
1628378,Donovan Mitchell,Donovan,1610612739,CLE,29.0,68,43,25,0.632,33.4,9.6,20.0,0.479,3.3,8.9,0.365,5.3,6.2,0.864,0.7,3.8,4.5,5.7,2.8,1.5,0.3,0.6,2.3,4.6,27.7,5.0,44.1,5,0,44.7,92,53,232,141,27,9,5,209,9,7,195,22,23,108,301,132,164,33,26,23,294,110,118,29,8,41,13,94,31,12,1,2025-26,0.623,0.6093804998240056,29.856287425149702,6.1437125748503,4.850299401197605,1.6167664670658684,0.32335329341317365,3.0179640718562872
1628978,Donte DiVincenzo,Donte,1610612750,MIN,29.0,77,46,31,0.597,30.9,4.2,10.3,0.408,3.0,7.9,0.381,1.0,1.3,0.758,0.8,3.4,4.2,3.9,1.5,1.3,0.4,0.2,2.4,1.5,12.3,4.5,26.9,1,0,26.9,9,37,139,185,71,171,134,437,18,16,147,289,288,319,243,157,178,78,156,50,190,420,96,225,148,51,131,187,31,118,1,2025-26,0.597,0.565673289183223,14.330097087378643,4.543689320388349,4.893203883495146,1.5145631067961167,0.46601941747572817,1.7475728155339805
203110,Draymond Green,Draymond,1610612744,GSW,36.0,64,30,34,0.469,27.5,3.1,7.5,0.417,1.5,4.7,0.327,0.8,1.2,0.692,0.8,4.7,5.5,5.4,2.7,0.9,0.6,0.3,2.9,1.6,8.6,-2.0,25.3,2,0,24.2,147,181,105,343,133,248,221,417,142,116,331,319,301,415,266,72,101,44,37,156,111,356,33,208,241,401,146,150,31,153,1,2025-26,0.468,0.5356253114100648,11.258181818181816,7.069090909090909,7.2,1.1781818181818182,0.7854545454545454,3.5345454545454547
1630696,Dru Smith,Dru,1610612748,MIA,28.0,70,38,32,0.543,16.3,1.9,4.6,0.415,0.5,1.8,0.295,1.2,1.5,0.829,0.9,1.6,2.5,2.6,0.8,1.4,0.3,0.4,1.6,1.3,5.6,-1.2,16.9,0,0,14.7,77,106,128,250,353,373,350,421,375,352,411,232,255,166,226,388,353,172,339,33,274,214,325,264,357,341,285,257,31,319,1,2025-26,0.526,0.532319391634981,12.3680981595092,5.742331288343558,5.521472392638037,3.0920245398773,0.6625766871165644,1.7668711656441718
1629130,Duncan Robinson,Duncan,1610612765,DET,31.0,74,55,19,0.743,27.6,4.1,9.0,0.448,2.9,7.0,0.408,1.1,1.4,0.76,0.4,2.3,2.7,2.1,0.7,0.6,0.3,0.2,2.2,1.5,12.0,6.8,20.3,0,0,21.4,32,5,317,52,132,180,163,315,21,31,75,264,272,313,433,283,325,219,363,331,279,416,142,224,157,21,224,257,31,193,1,2025-26,0.731,0.6239600665557404,15.652173913043478,2.739130434782609,3.5217391304347827,0.7826086956521738,0.3913043478260869,0.9130434782608695
1642844,Dylan Harper,Dylan,1610612759,SAS,20.0,65,50,15,0.769,22.4,4.8,9.4,0.506,0.9,2.6,0.333,1.3,1.7,0.743,0.8,2.6,3.4,3.9,1.4,0.8,0.3,0.8,2.0,1.4,11.7,4.4,23.4,0,0,22.0,136,17,374,38,228,133,152,140,289,284,286,220,221,344,280,241,254,79,163,208,258,53,200,249,166,53,170,257,31,183,1,2025-26,0.756,0.5764682696097753,18.80357142857143,6.267857142857143,5.464285714285715,1.2857142857142858,0.4821428571428572,2.25
1630700,Dyson Daniels,Dyson,1610612737,ATL,23.0,73,43,30,0.589,33.1,5.3,10.2,0.519,0.3,1.5,0.182,1.0,1.6,0.623,2.4,4.4,6.7,5.9,1.8,2.0,0.4,0.5,2.1,1.7,11.8,3.8,34.0,13,1,29.5,41,53,154,191,37,109,135,117,439,398,481,292,244,475,45,85,60,32,106,6,194,153,180,192,162,64,63,40,21,96,1,2025-26,0.577,0.5410858400586941,12.833836858006043,6.4169184290030215,7.287009063444109,2.1752265861027187,0.4350453172205438,1.957703927492447
1630596,Evan Mobley,Evan,1610612739,CLE,24.0,62,38,24,0.613,32.1,7.2,13.2,0.544,1.0,3.3,0.299,2.7,4.5,0.606,2.4,6.6,9.0,3.6,1.8,0.8,1.8,0.8,2.5,3.5,18.1,3.6,40.1,26,0,36.8,169,106,243,163,45,41,70,87,272,216,400,84,51,485,44,22,20,97,98,215,7,65,80,57,63,69,30,14,31,39,1,2025-26,0.623,0.596179183135705,20.29906542056075,4.037383177570093,10.093457943925232,0.897196261682243,2.0186915887850465,2.0186915887850465
1627780,Gary Payton II,Gary,1610612744,GSW,33.0,68,32,36,0.471,15.5,3.3,5.7,0.574,0.5,1.8,0.303,0.3,0.5,0.588,1.4,2.3,3.7,1.7,0.9,0.9,0.3,0.2,1.8,0.5,7.3,-1.7,17.1,2,0,15.7,92,168,84,341,369,235,304,64,374,362,390,479,460,489,118,278,220,265,306,161,270,396,254,448,287,385,278,150,31,290,1,2025-26,0.468,0.6165540540540541,16.954838709677418,3.9483870967741934,8.593548387096774,2.0903225806451613,0.6967741935483871,2.0903225806451613
1629018,Gary Trent Jr.,Gary,1610612749,MIL,27.0,64,24,40,0.375,21.2,2.8,7.2,0.39,1.9,5.2,0.368,0.6,0.8,0.765,0.1,0.9,1.0,1.2,0.6,0.5,0.0,0.2,1.3,0.7,8.2,-5.2,12.4,0,0,13.5,147,238,60,394,254,284,231,473,91,97,185,391,394,302,538,487,510,350,387,355,499,417,389,401,263,529,373,257,31,343,1,2025-26,0.39,0.5429025423728813,13.924528301886792,2.0377358490566038,1.6981132075471699,0.8490566037735849,0.0,1.0188679245283019
1641711,Gradey Dick,Gradey,1610612761,TOR,22.0,71,40,31,0.563,14.7,2.2,5.3,0.417,0.8,2.6,0.297,1.0,1.2,0.871,0.6,1.5,2.1,0.7,0.6,0.6,0.1,0.3,1.4,0.9,6.2,1.8,11.3,1,0,11.2,65,85,139,223,384,350,323,416,311,285,402,268,307,95,340,403,398,457,399,305,453,316,371,358,336,125,392,187,31,389,1,2025-26,0.558,0.5319148936170214,15.183673469387756,1.7142857142857142,5.142857142857143,1.469387755102041,0.2448979591836735,1.469387755102041
1627824,Guerschon Yabusele,Guerschon,1610612741,CHI,30.0,64,30,34,0.469,14.6,1.8,4.5,0.403,1.0,2.8,0.357,0.8,1.1,0.743,0.8,2.5,3.3,0.9,0.6,0.4,0.2,0.3,1.2,0.8,5.5,-2.8,12.1,4,0,12.0,147,181,105,343,388,387,356,450,256,263,218,330,326,345,251,251,256,410,398,419,336,344,410,385,370,440,377,105,31,368,2,2025-26,0.377,0.5517656500802568,13.561643835616438,2.219178082191781,8.136986301369863,0.9863013698630138,0.4931506849315069,1.4794520547945205
1630611,Gui Santos,Gui,1610612744,GSW,23.0,65,29,36,0.446,20.3,3.4,6.6,0.51,1.2,3.2,0.355,1.3,1.8,0.728,1.1,2.8,3.9,2.3,1.5,0.9,0.3,0.4,2.0,1.8,9.2,0.4,19.4,3,0,18.9,136,192,84,358,270,226,254,134,220,221,224,221,219,365,161,219,207,197,149,165,238,228,195,187,232,210,238,122,31,232,1,2025-26,0.468,0.6222943722943723,16.31527093596059,4.078817733990148,6.916256157635468,1.5960591133004927,0.5320197044334976,2.6600985221674875
203084,Harrison Barnes,Harrison,1610612759,SAS,33.0,73,54,19,0.74,25.9,3.4,7.5,0.453,1.8,4.7,0.391,1.3,1.6,0.828,0.8,2.0,2.8,2.0,0.8,0.7,0.2,0.3,1.1,1.3,10.0,4.2,18.0,0,0,18.3,41,6,317,54,169,225,220,299,102,117,111,217,240,167,248,318,305,236,337,276,395,336,439,257,206,55,262,257,31,246,1,2025-26,0.756,0.6094588005850804,13.8996138996139,2.7799227799227797,3.891891891891892,0.972972972972973,0.27799227799227805,1.1119691119691122
1642864,Hugo González,Hugo,1610612738,BOS,20.0,72,49,23,0.681,14.7,1.6,3.3,0.473,0.6,1.6,0.357,0.2,0.4,0.5,0.9,2.5,3.4,0.5,0.5,0.5,0.3,0.3,1.7,0.7,3.9,3.3,10.7,2,0,10.0,55,25,259,85,383,410,420,224,366,391,218,511,490,513,236,255,253,489,422,345,284,332,289,395,436,76,409,150,31,406,1,2025-26,0.675,0.5609896432681243,9.551020408163266,1.2244897959183674,8.326530612244898,1.2244897959183674,0.7346938775510204,1.2244897959183674
1630193,Immanuel Quickley,Immanuel,1610612761,TOR,26.0,67,38,29,0.567,32.4,5.9,13.2,0.445,2.6,6.9,0.374,2.5,3.1,0.821,0.5,3.5,4.1,6.0,1.5,1.3,0.1,0.6,2.0,2.8,16.9,1.4,33.4,8,0,32.3,105,106,167,216,42,82,71,326,41,33,165,95,100,190,360,141,190,29,150,51,481,115,196,90,78,151,70,64,31,69,1,2025-26,0.558,0.5801977478714638,18.77777777777778,6.666666666666667,4.555555555555555,1.4444444444444446,0.11111111111111112,1.6666666666666667
1630171,Isaac Okoro,Isaac,1610612741,CHI,25.0,61,25,36,0.41,26.9,3.3,7.2,0.457,1.2,3.5,0.338,1.4,1.8,0.791,1.1,1.6,2.7,1.5,0.7,0.7,0.5,0.5,2.6,1.7,9.2,-5.7,17.5,0,0,17.0,181,228,84,373,149,230,229,279,216,203,276,200,214,245,157,384,323,292,359,252,170,204,68,193,228,537,269,257,31,266,1,2025-26,0.377,0.5755755755755755,12.312267657992564,2.0074349442379185,3.6133828996282533,0.9368029739776952,0.6691449814126395,0.9368029739776952
1630198,Isaiah Joe,Isaiah,1610612760,OKC,26.0,68,53,15,0.779,21.4,3.4,7.6,0.446,2.5,6.0,0.414,1.5,1.7,0.889,0.5,2.1,2.6,1.3,0.6,0.7,0.2,0.3,1.7,1.9,10.8,4.5,18.0,0,0,19.0,92,7,374,35,251,222,212,322,48,64,63,188,226,67,393,305,340,327,384,241,399,356,277,177,184,52,263,257,31,228,1,2025-26,0.792,0.646861523718256,18.16822429906542,2.1869158878504678,4.3738317757009355,1.1775700934579438,0.33644859813084116,1.0093457943925233
1642266,Ja'Kobe Walter,Ja'Kobe,1610612761,TOR,21.0,67,38,29,0.567,19.9,2.4,5.5,0.438,1.4,3.6,0.393,1.0,1.2,0.827,0.8,1.7,2.6,1.2,0.5,1.0,0.2,0.3,2.2,1.1,7.2,-0.3,15.1,0,0,14.7,105,106,167,216,281,321,311,348,170,195,105,272,305,171,263,367,343,364,426,111,377,313,139,296,296,278,322,257,31,315,1,2025-26,0.558,0.59721300597213,13.025125628140703,2.170854271356784,4.703517587939698,1.8090452261306533,0.3618090452261307,0.9045226130653267
1631095,Jabari Smith Jr.,Jabari,1610612745,HOU,22.0,73,45,28,0.616,35.1,5.6,12.6,0.448,2.2,6.2,0.36,2.1,2.7,0.778,1.5,5.4,6.9,1.9,1.4,0.8,0.9,0.7,2.5,2.1,15.6,3.2,30.4,14,0,30.0,41,42,184,154,9,95,83,318,63,55,208,124,130,275,103,39,55,241,179,217,54,87,93,150,92,80,95,36,31,91,1,2025-26,0.623,0.5657093124456049,16.0,1.9487179487179485,7.076923076923077,0.8205128205128206,0.923076923076923,1.4358974358974357
1631133,Jabari Walker,Jabari,1610612755,PHI,23.0,62,35,27,0.565,12.1,1.5,3.4,0.448,0.5,1.5,0.33,0.8,1.0,0.75,1.1,1.9,3.0,0.5,0.4,0.4,0.2,0.4,1.6,0.9,4.3,0.4,10.1,2,0,9.5,169,139,201,221,426,419,415,320,382,397,320,337,339,329,152,337,285,492,459,431,344,274,301,366,415,214,420,150,31,420,1,2025-26,0.551,0.5598958333333334,12.793388429752065,1.487603305785124,8.925619834710744,1.1900826446280992,0.5950413223140496,1.1900826446280992
1630183,Jaden McDaniels,Jaden,1610612750,MIN,25.0,71,43,28,0.606,31.9,5.6,10.9,0.518,1.4,3.4,0.421,2.1,2.5,0.839,1.0,3.2,4.2,2.7,1.8,1.1,1.0,0.5,3.4,2.1,14.8,1.9,28.5,0,0,27.4,65,53,184,172,49,92,120,118,161,208,55,127,147,145,171,176,174,154,104,83,47,144,12,147,101,120,113,257,31,114,1,2025-26,0.597,0.6166666666666667,16.70219435736677,3.047021943573668,4.739811912225706,1.2413793103448278,1.1285266457680252,2.031347962382445
1631170,Jaime Jaquez Jr.,Jaime,1610612748,MIA,25.0,71,39,32,0.549,28.3,6.1,12.2,0.501,0.7,2.4,0.305,2.3,3.0,0.771,1.3,3.8,5.1,4.7,2.0,0.7,0.3,1.0,1.9,2.2,15.2,2.1,29.4,6,0,27.7,65,94,128,242,121,74,89,149,321,304,387,106,105,290,128,129,129,61,78,243,281,33,244,135,98,114,106,83,31,112,1,2025-26,0.526,0.5621301775147929,19.335689045936395,5.978798586572439,6.487632508833921,0.8904593639575972,0.381625441696113,2.544169611307421
1631222,Jake LaRavia,Jake,1610612747,LAL,24.0,77,50,27,0.649,24.9,3.0,6.4,0.462,0.9,3.0,0.32,1.4,1.8,0.768,1.4,2.5,3.9,1.8,1.0,1.2,0.5,0.3,2.4,1.5,8.3,-0.4,19.6,1,0,18.2,9,17,201,120,185,267,269,262,279,256,349,202,211,296,106,262,206,262,252,64,171,312,109,234,256,286,234,187,31,247,1,2025-26,0.649,0.5770300333704116,12.000000000000002,2.6024096385542173,5.63855421686747,1.7349397590361446,0.7228915662650602,1.4457831325301205
1628973,Jalen Brunson,Jalen,1610612752,NYK,29.0,71,47,24,0.662,35.0,9.2,19.9,0.465,2.6,7.2,0.37,4.8,5.7,0.843,0.4,2.9,3.4,6.7,2.4,0.7,0.1,0.7,2.3,5.2,26.0,4.7,40.3,10,0,40.4,65,34,243,107,12,10,6,254,35,25,179,31,31,136,410,207,251,17,52,229,440,91,117,16,13,46,29,55,31,22,1,2025-26,0.641,0.5801499464476974,26.742857142857144,6.8914285714285715,3.4971428571428573,0.72,0.10285714285714286,2.468571428571429
1631105,Jalen Duren,Jalen,1610612765,DET,22.0,67,48,19,0.716,28.3,7.4,11.6,0.645,0.0,0.0,0.0,4.6,6.1,0.748,3.8,6.8,10.6,1.9,1.8,0.8,0.9,1.2,2.8,4.3,19.5,7.0,38.3,41,0,35.4,105,31,317,67,122,32,103,27,503,536,503,34,24,338,8,20,12,242,99,180,63,9,41,35,49,19,38,4,31,44,1,2025-26,0.731,0.6825819098291795,24.80565371024735,2.4169611307420493,13.484098939929329,1.017667844522968,1.1448763250883391,2.2897526501766783
1630552,Jalen Johnson,Jalen,1610612737,ATL,24.0,69,41,28,0.594,35.2,8.4,17.1,0.493,1.7,4.8,0.351,4.2,5.4,0.784,1.4,8.9,10.3,8.0,3.4,1.3,0.4,1.2,2.0,3.8,22.8,2.4,48.9,47,13,46.1,81,74,184,188,7,22,22,174,126,115,241,38,38,259,115,4,14,7,9,55,173,12,190,48,25,107,8,3,2,8,1,2025-26,0.577,0.5853357979051139,23.318181818181817,8.181818181818182,10.534090909090908,1.3295454545454544,0.4090909090909091,3.4772727272727266
1627750,Jamal Murray,Jamal,1610612743,DEN,29.0,73,46,27,0.63,35.3,8.8,18.2,0.483,3.2,7.5,0.434,4.6,5.2,0.885,0.4,4.0,4.4,7.2,2.3,0.9,0.4,0.8,1.7,4.0,25.5,5.5,43.0,18,0,42.8,41,37,201,143,6,16,16,196,10,19,39,32,39,75,409,115,166,13,58,152,228,55,268,41,16,35,17,26,31,15,1,2025-26,0.641,0.6223155017571261,26.005665722379607,7.3427762039660065,4.487252124645893,0.9178470254957508,0.40793201133144485,2.3456090651558075
